RECORDID,PERS_N,J_0_6_P,J_7_15_P,J_16_19_P,J_20_24_P,J_25_44_P,J_45_64_P,J_65_79_P,J_80PLUS_P,ALTERSQUOT,JUGENDQUOT,GESAMTQUOT,MANN_N,FRAU_N,FRAU_P,SCHWEIZ_N,AUSLAND_N,AUSLAND_P,FLAECHE_HA,DICHTE_PHA,STICHTAG,E,N
1422914,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675350,1239950
1429774,21,23.8,0,4.8,4.8,28.6,19,4.8,14.3,36.4,54.5,90.9,10,11,52.4,17,4,19,1,21,20230630,2675350,1243250
1421228,108,1.9,3.7,1.9,5.6,25,17.6,6.5,38,92.3,15.4,107.7,54,54,50,68,40,37,1,108,20230630,2675450,1245150
1444953,68,8.8,1.5,0,5.9,79.4,4.4,0,0,0,11.5,11.5,35,33,48.5,45,23,33.8,1,68,20230630,2675350,1245950
1417892,13,0,38.5,7.7,0,23.1,15.4,15.4,0,40,120,160,7,6,46.2,9,4,30.8,1,13,20230630,2675450,1249750
1432977,7,0,0,28.6,14.3,0,57.1,0,0,0,40,40,-999,-999,-999,-999,-999,-999,1,7,20230630,2675350,1250350
1419917,11,18.2,0,0,0,36.4,9.1,36.4,0,80,40,120,-999,-999,-999,-999,-999,-999,1,11,20230630,2675450,1250350
1439218,33,0,6.1,0,6.1,6.1,27.3,18.2,36.4,138.5,15.4,153.8,15,18,54.5,27,6,18.2,1,33,20230630,2675350,1252350
1430127,55,14.5,7.3,1.8,5.5,36.4,21.8,12.7,0,20,37.1,57.1,27,28,50.9,48,7,12.7,1,55,20230630,2675350,1254450
1416504,26,3.8,23.1,11.5,3.8,30.8,19.2,3.8,3.8,14.3,71.4,85.7,14,12,46.2,9,17,65.4,1,26,20230630,2675450,1254650
1443293,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675450,1254750
1447037,9,11.1,11.1,0,0,44.4,0,33.3,0,75,50,125,-999,-999,-999,-999,-999,-999,1,9,20230630,2675450,1254950
1433563,4,25,0,0,0,50,0,0,25,50,50,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2675350,1255450
1430998,31,0,6.5,0,3.2,19.4,54.8,16.1,0,20.8,8.3,29.2,22,9,29,21,10,32.3,1,31,20230630,2675350,1257050
1423624,18,5.6,27.8,0,0,27.8,22.2,16.7,0,33.3,66.7,100,11,7,38.9,-999,-999,-999,1,18,20230630,2675350,1259550
1423189,54,7.4,9.3,1.9,0,18.5,35.2,14.8,13,51.7,34.5,86.2,24,30,55.6,45,9,16.7,1,54,20230630,2675450,1259650
1414124,14,0,0,0,7.1,57.1,21.4,7.1,7.1,16.7,0,16.7,9,5,35.7,8,6,42.9,1,14,20230630,2675350,1260450
1446027,10,0,0,0,0,40,40,20,0,25,0,25,4,6,60,-999,-999,-999,1,10,20230630,2675450,1260450
1435901,76,10.5,2.6,3.9,9.2,35.5,28.9,7.9,1.3,12.5,23.2,35.7,43,33,43.4,34,42,55.3,1,76,20230630,2675650,1237850
1443424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675650,1239150
1415150,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675650,1239250
1444057,49,18.4,8.2,0,0,34.7,20.4,14.3,4.1,33.3,48.1,81.5,22,27,55.1,34,15,30.6,1,49,20230630,2675550,1243150
1431240,68,14.7,7.4,1.5,4.4,42.6,10.3,17.6,1.5,33.3,41,74.4,36,32,47.1,51,17,25,1,68,20230630,2675650,1243150
1418998,10,0,10,10,10,10,60,0,0,0,25,25,5,5,50,6,4,40,1,10,20230630,2675550,1243750
1436793,39,12.8,10.3,10.3,0,23.1,23.1,15.4,5.1,44.4,72.2,116.7,17,22,56.4,34,5,12.8,1,39,20230630,2675650,1245050
1430104,40,12.5,15,7.5,2.5,30,15,17.5,0,36.8,73.7,110.5,17,23,57.5,28,12,30,1,40,20230630,2675550,1245250
1416624,30,0,23.3,6.7,3.3,16.7,50,0,0,0,42.9,42.9,14,16,53.3,19,11,36.7,1,30,20230630,2675550,1245650
1420969,224,1.3,2.7,0.4,4.5,41.5,45.1,3.1,1.3,4.9,4.9,9.8,178,46,20.5,26,198,88.4,1,224,20230630,2675550,1250050
1440289,103,2.9,14.6,3.9,5.8,32,33,4.9,2.9,11,30.1,41.1,56,47,45.6,48,55,53.4,1,103,20230630,2675650,1250750
1424647,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675550,1251550
1422376,103,11.7,8.7,4.9,2.9,35,16.5,16.5,3.9,37.5,46.4,83.9,52,51,49.5,81,22,21.4,1,103,20230630,2675650,1251650
1433508,9,0,0,0,0,33.3,55.6,11.1,0,12.5,0,12.5,-999,-999,-999,5,4,44.4,1,9,20230630,2675550,1252150
1413877,31,3.2,9.7,3.2,0,9.7,41.9,22.6,9.7,62.5,31.3,93.8,13,18,58.1,-999,-999,-999,1,31,20230630,2675650,1254550
1430254,91,11,7.7,3.3,5.5,33,19.8,14.3,5.5,34,37.7,71.7,52,39,42.9,59,32,35.2,1,91,20230630,2675650,1255250
1421893,128,6.3,14.1,3.9,6.3,21.1,31.3,14.8,2.3,29.3,41.3,70.7,67,61,47.7,97,31,24.2,1,128,20230630,2675650,1256550
1446499,5,0,20,20,0,20,40,0,0,0,66.7,66.7,-999,-999,-999,-999,-999,-999,1,5,20230630,2675750,1256450
1416082,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675650,1258650
1447849,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675750,1258550
1444252,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675950,1234650
1427807,9,11.1,0,0,0,22.2,33.3,11.1,22.2,60,20,80,5,4,44.4,-999,-999,-999,1,9,20230630,2675850,1236250
1429429,11,0,9.1,9.1,18.2,18.2,27.3,0,18.2,28.6,28.6,57.1,4,7,63.6,-999,-999,-999,1,11,20230630,2675950,1236250
1438547,6,0,50,0,0,0,16.7,33.3,0,200,300,500,-999,-999,-999,-999,-999,-999,1,6,20230630,2675950,1237950
1417677,17,11.8,5.9,0,5.9,29.4,41.2,5.9,0,7.7,23.1,30.8,7,10,58.8,-999,-999,-999,1,17,20230630,2676050,1238050
1421297,46,19.6,0,2.2,8.7,52.2,17.4,0,0,0,27.8,27.8,21,25,54.3,38,8,17.4,1,46,20230630,2676050,1238150
1415139,9,0,0,0,0,22.2,0,66.7,11.1,350,0,350,4,5,55.6,-999,-999,-999,1,9,20230630,2676050,1238950
1440435,46,0,2.2,13,21.7,4.3,45.7,13,0,18.2,21.2,39.4,23,23,50,-999,-999,-999,1,46,20230630,2676050,1239550
1446657,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2675850,1242950
1420711,25,0,28,16,8,16,32,0,0,0,78.6,78.6,9,16,64,-999,-999,-999,1,25,20230630,2675850,1243150
1445999,15,0,0,6.7,26.7,26.7,26.7,0,13.3,16.7,8.3,25,8,7,46.7,11,4,26.7,1,15,20230630,2676050,1243250
1439063,24,0,20.8,4.2,12.5,16.7,25,16.7,4.2,38.5,46.2,84.6,10,14,58.3,-999,-999,-999,1,24,20230630,2676050,1243450
1444569,13,0,7.7,7.7,15.4,0,15.4,0,53.8,175,50,225,7,6,46.2,9,4,30.8,1,13,20230630,2675850,1243650
1423385,22,4.5,13.6,13.6,13.6,18.2,13.6,18.2,4.5,50,70,120,10,12,54.5,-999,-999,-999,1,22,20230630,2675950,1245850
1411954,66,3,3,7.6,12.1,4.5,36.4,28.8,4.5,62.9,25.7,88.6,37,29,43.9,62,4,6.1,1,66,20230630,2675950,1247650
1438486,4,0,25,0,0,25,50,0,0,0,33.3,33.3,-999,-999,-999,-999,-999,-999,1,4,20230630,2676050,1250050
1437973,5,0,0,0,0,40,40,20,0,25,0,25,-999,-999,-999,-999,-999,-999,1,5,20230630,2676050,1250150
1412007,64,9.4,14.1,4.7,1.6,35.9,29.7,4.7,0,7,41.9,48.8,31,33,51.6,55,9,14.1,1,64,20230630,2675950,1251350
1441651,22,13.6,9.1,4.5,0,9.1,45.5,4.5,13.6,33.3,50,83.3,12,10,45.5,-999,-999,-999,1,22,20230630,2676050,1251250
1443495,100,7,10,3,3,30,37,9,1,14.3,28.6,42.9,49,51,51,78,22,22,1,100,20230630,2676050,1251350
1437436,4,0,0,0,0,50,50,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,4,20230630,2675850,1251450
1420612,92,6.5,6.5,4.3,6.5,35.9,28.3,8.7,3.3,16.9,24.6,41.5,46,46,50,70,22,23.9,1,92,20230630,2675950,1251650
1430982,41,0,9.8,2.4,7.3,2.4,48.8,19.5,9.8,50,20.8,70.8,19,22,53.7,32,9,22,1,41,20230630,2675850,1251750
1421691,154,9.7,6.5,1.3,0.6,24,27.3,16.2,14.3,58.8,33.8,92.5,76,78,50.6,105,49,31.8,1,154,20230630,2675850,1252050
1441522,82,0,4.9,2.4,4.9,31.7,20.7,26.8,8.5,61.7,12.8,74.5,38,44,53.7,46,36,43.9,1,82,20230630,2675950,1252150
1437602,28,3.6,3.6,7.1,7.1,10.7,57.1,7.1,3.6,14.3,19,33.3,13,15,53.6,-999,-999,-999,1,28,20230630,2676050,1252250
1431828,8,0,12.5,0,25,0,25,37.5,0,75,25,100,-999,-999,-999,-999,-999,-999,1,8,20230630,2675950,1259450
1441469,5,0,0,0,0,40,0,40,20,150,0,150,-999,-999,-999,-999,-999,-999,1,5,20230630,2675950,1260050
1426655,110,7.3,13.6,0,0.9,27.3,27.3,18.2,5.5,42.6,37.7,80.3,55,55,50,89,21,19.1,1,110,20230630,2675950,1260550
1429486,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676150,1235950
1419113,32,6.3,3.1,6.3,0,40.6,25,6.3,12.5,28.6,23.8,52.4,14,18,56.3,23,9,28.1,1,32,20230630,2676250,1236550
1445444,52,5.8,0,1.9,1.9,32.7,28.8,13.5,15.4,45.5,12.1,57.6,28,24,46.2,45,7,13.5,1,52,20230630,2676350,1236550
1425990,61,8.2,11.5,6.6,4.9,23,31.1,6.6,8.2,25,44.4,69.4,30,31,50.8,43,18,29.5,1,61,20230630,2676350,1237050
1420014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676150,1237450
1440943,8,0,0,12.5,0,0,37.5,50,0,133.3,33.3,166.7,-999,-999,-999,-999,-999,-999,1,8,20230630,2676350,1237250
1415834,4,0,50,0,0,25,25,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2676150,1238850
1429506,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676350,1238750
1431360,35,2.9,20,5.7,8.6,11.4,31.4,17.1,2.9,38.9,55.6,94.4,16,19,54.3,-999,-999,-999,1,35,20230630,2676250,1239250
1413898,89,7.9,9,3.4,4.5,23.6,30.3,11.2,10.1,36.5,34.6,71.2,38,51,57.3,71,18,20.2,1,89,20230630,2676250,1239350
1429093,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676250,1241250
1447635,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676350,1243850
1422568,75,10.7,10.7,1.3,6.7,36,29.3,5.3,0,7.4,31.5,38.9,32,43,57.3,34,41,54.7,1,75,20230630,2676150,1245850
1421495,102,9.8,3.9,3.9,2,34.3,26.5,14.7,4.9,31.3,28.1,59.4,54,48,47.1,70,32,31.4,1,102,20230630,2676150,1247550
1416667,39,2.6,10.3,7.7,7.7,7.7,30.8,20.5,12.8,72.2,44.4,116.7,20,19,48.7,33,6,15.4,1,39,20230630,2676250,1247550
1418609,74,12.2,6.8,1.4,0,27,25.7,18.9,8.1,51.3,38.5,89.7,35,39,52.7,61,13,17.6,1,74,20230630,2676250,1247750
1441096,68,4.4,8.8,2.9,0,42.6,23.5,13.2,4.4,26.7,24.4,51.1,41,27,39.7,36,32,47.1,1,68,20230630,2676350,1249950
1426808,8,25,0,0,12.5,50,0,0,12.5,20,40,60,-999,-999,-999,4,4,50,1,8,20230630,2676150,1250350
1416306,80,3.8,8.8,2.5,8.8,15,27.5,28.8,5,65.9,29.3,95.1,40,40,50,58,22,27.5,1,80,20230630,2676150,1250850
1435257,69,4.3,2.9,4.3,11.6,30.4,37.7,7.2,1.4,10.9,14.5,25.5,39,30,43.5,36,33,47.8,1,69,20230630,2676150,1251650
1432179,54,13,11.1,7.4,7.4,25.9,20.4,7.4,7.4,27.6,58.6,86.2,26,28,51.9,36,18,33.3,1,54,20230630,2676250,1252050
1428985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676250,1256450
1421252,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676250,1256950
1429020,4,0,0,0,0,0,75,25,0,33.3,0,33.3,-999,-999,-999,-999,-999,-999,1,4,20230630,2676350,1256950
1419493,4,0,0,0,0,50,25,25,0,33.3,0,33.3,-999,-999,-999,-999,-999,-999,1,4,20230630,2676350,1258350
1418064,52,17.3,7.7,5.8,1.9,26.9,17.3,9.6,13.5,50,66.7,116.7,26,26,50,28,24,46.2,1,52,20230630,2676350,1259250
1445033,35,2.9,14.3,0,17.1,5.7,48.6,8.6,2.9,16,24,40,17,18,51.4,30,5,14.3,1,35,20230630,2676150,1259550
1427732,36,22.2,2.8,5.6,5.6,27.8,30.6,5.6,0,8.7,47.8,56.5,23,13,36.1,31,5,13.9,1,36,20230630,2676250,1260850
1419131,4,0,0,0,0,75,0,25,0,33.3,0,33.3,-999,-999,-999,-999,-999,-999,1,4,20230630,2676550,1235850
1443497,14,0,14.3,0,0,35.7,35.7,7.1,7.1,20,20,40,8,6,42.9,5,9,64.3,1,14,20230630,2676450,1236250
1440302,135,6.7,3,3,5.9,36.3,28.1,13.3,3.7,24.2,17.9,42.1,62,73,54.1,92,43,31.9,1,135,20230630,2676450,1236550
1444161,143,10.5,1.4,2.1,4.2,56.6,16.1,6.3,2.8,11.8,18.2,30,74,69,48.3,99,44,30.8,1,143,20230630,2676450,1236750
1426708,55,3.6,9.1,3.6,3.6,45.5,18.2,16.4,0,24.3,24.3,48.6,33,22,40,40,15,27.3,1,55,20230630,2676550,1236750
1426741,26,0,0,0,3.8,11.5,53.8,23.1,7.7,44.4,0,44.4,10,16,61.5,19,7,26.9,1,26,20230630,2676550,1237450
1427013,72,6.9,16.7,5.6,2.8,30.6,27.8,9.7,0,15.9,47.7,63.6,35,37,51.4,59,13,18.1,1,72,20230630,2676450,1238450
1436039,44,4.5,4.5,4.5,11.4,9.1,38.6,22.7,4.5,46.2,23.1,69.2,21,23,52.3,40,4,9.1,1,44,20230630,2676550,1238550
1417667,30,6.7,10,3.3,3.3,13.3,36.7,23.3,3.3,50,37.5,87.5,15,15,50,-999,-999,-999,1,30,20230630,2676550,1238650
1445453,26,11.5,7.7,7.7,0,19.2,23.1,15.4,15.4,72.7,63.6,136.4,13,13,50,21,5,19.2,1,26,20230630,2676550,1238850
1441931,21,9.5,9.5,14.3,0,23.8,33.3,4.8,4.8,16.7,58.3,75,9,12,57.1,-999,-999,-999,1,21,20230630,2676550,1239050
1418222,55,9.1,7.3,3.6,0,40,25.5,12.7,1.8,22.2,30.6,52.8,28,27,49.1,46,9,16.4,1,55,20230630,2676550,1239250
1430581,49,8.2,14.3,2,4.1,30.6,34.7,6.1,0,8.8,35.3,44.1,24,25,51,30,19,38.8,1,49,20230630,2676450,1239550
1429666,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676450,1240050
1447204,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676550,1242150
1422737,31,0,12.9,3.2,9.7,9.7,32.3,19.4,12.9,62.5,31.3,93.8,15,16,51.6,-999,-999,-999,1,31,20230630,2676450,1247550
1413405,44,2.3,9.1,6.8,11.4,27.3,43.2,0,0,0,22.2,22.2,23,21,47.7,21,23,52.3,1,44,20230630,2676450,1249750
1437141,38,5.3,7.9,0,10.5,50,10.5,15.8,0,22.2,18.5,40.7,19,19,50,16,22,57.9,1,38,20230630,2676450,1250250
1435603,66,3,1.5,3,13.6,22.7,40.9,12.1,3,19.6,9.8,29.4,36,30,45.5,47,19,28.8,1,66,20230630,2676450,1250450
1438756,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676550,1252350
1420062,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676550,1255450
1431872,43,0,11.6,11.6,9.3,16.3,30.2,7,14,37.5,41.7,79.2,24,19,44.2,35,8,18.6,1,43,20230630,2676450,1259150
1444479,93,3.2,11.8,5.4,2.2,31.2,22.6,17.2,6.5,42.3,36.5,78.8,51,42,45.2,63,30,32.3,1,93,20230630,2676550,1259250
1444770,65,1.5,1.5,4.6,4.6,36.9,30.8,13.8,6.2,27.7,10.6,38.3,36,29,44.6,37,28,43.1,1,65,20230630,2676450,1259650
1433613,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676450,1260850
1420000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676850,1235250
1422373,36,11.1,0,0,2.8,16.7,19.4,30.6,19.4,128.6,28.6,157.1,15,21,58.3,-999,-999,-999,1,36,20230630,2676850,1236350
1434843,66,6.1,12.1,6.1,3,42.4,18.2,7.6,4.5,19,38.1,57.1,33,33,50,41,25,37.9,1,66,20230630,2676750,1236850
1420681,123,8.9,10.6,1.6,3.3,34.1,24.4,15.4,1.6,27.6,34.2,61.8,63,60,48.8,47,76,61.8,1,123,20230630,2676850,1236950
1417713,79,7.6,7.6,3.8,2.5,26.6,30.4,11.4,10.1,36.2,31.9,68.1,37,42,53.2,34,45,57,1,79,20230630,2676750,1237450
1434113,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676650,1237750
1423165,49,0,8.2,10.2,8.2,12.2,38.8,18.4,4.1,37.9,31,69,26,23,46.9,42,7,14.3,1,49,20230630,2676850,1237750
1436789,15,6.7,0,20,6.7,13.3,33.3,20,0,37.5,50,87.5,8,7,46.7,-999,-999,-999,1,15,20230630,2676650,1238550
1419770,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2676750,1242250
1436000,31,3.2,25.8,3.2,9.7,0,41.9,12.9,3.2,31.3,62.5,93.8,19,12,38.7,-999,-999,-999,1,31,20230630,2676850,1247450
1444040,80,6.3,11.3,1.3,6.3,60,13.8,1.3,0,1.6,23.4,25,41,39,48.8,24,56,70,1,80,20230630,2676750,1250250
1444298,61,4.9,9.8,11.5,9.8,24.6,27.9,6.6,4.9,18.4,42.1,60.5,31,30,49.2,55,6,9.8,1,61,20230630,2676850,1251350
1412508,119,5.9,5,4.2,11.8,28.6,32.8,8.4,3.4,16.1,20.7,36.8,62,57,47.9,54,65,54.6,1,119,20230630,2676750,1251650
1414194,17,0,17.6,11.8,0,23.5,29.4,17.6,0,33.3,55.6,88.9,10,7,41.2,-999,-999,-999,1,17,20230630,2676750,1252250
1442349,16,0,31.3,0,0,12.5,18.8,37.5,0,120,100,220,7,9,56.3,-999,-999,-999,1,16,20230630,2676850,1253650
1426372,83,12,3.6,1.2,6,37.3,27.7,8.4,3.6,16.9,23.7,40.7,44,39,47,41,42,50.6,1,83,20230630,2676650,1259050
1428657,18,0,0,0,5.6,11.1,27.8,38.9,16.7,125,0,125,9,9,50,-999,-999,-999,1,18,20230630,2676850,1259150
1422241,13,0,15.4,7.7,0,15.4,46.2,0,15.4,25,37.5,62.5,7,6,46.2,-999,-999,-999,1,13,20230630,2677050,1235350
1431308,79,5.1,8.9,3.8,11.4,32.9,30.4,6.3,1.3,10.2,23.7,33.9,40,39,49.4,48,31,39.2,1,79,20230630,2677050,1237150
1432441,23,4.3,8.7,4.3,0,34.8,34.8,13,0,18.8,25,43.8,11,12,52.2,17,6,26.1,1,23,20230630,2677050,1237350
1431608,50,0,8,0,2,30,32,18,10,43.8,12.5,56.3,22,28,56,35,15,30,1,50,20230630,2676950,1237550
1437143,22,0,0,4.5,9.1,18.2,31.8,36.4,0,61.5,7.7,69.2,8,14,63.6,13,9,40.9,1,22,20230630,2677050,1237650
1428341,31,3.2,25.8,0,0,29,22.6,16.1,3.2,37.5,56.3,93.8,14,17,54.8,16,15,48.4,1,31,20230630,2677150,1237650
1441847,8,0,12.5,0,0,25,37.5,12.5,12.5,40,20,60,-999,-999,-999,-999,-999,-999,1,8,20230630,2677050,1242450
1414530,4,0,0,50,0,0,50,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2676950,1243550
1423472,60,11.7,6.7,0,6.7,26.7,26.7,15,6.7,36.1,30.6,66.7,26,34,56.7,47,13,21.7,1,60,20230630,2677050,1245950
1440513,45,4.4,11.1,2.2,2.2,26.7,17.8,28.9,6.7,76.2,38.1,114.3,20,25,55.6,26,19,42.2,1,45,20230630,2677150,1245850
1427901,17,0,17.6,0,17.6,0,41.2,17.6,5.9,40,30,70,7,10,58.8,10,7,41.2,1,17,20230630,2676950,1246150
1413165,99,17.2,2,0,1,57.6,16.2,4,2,8.1,25.7,33.8,53,46,46.5,68,31,31.3,1,99,20230630,2677050,1246350
1413951,23,4.3,26.1,4.3,8.7,17.4,30.4,0,8.7,15.4,61.5,76.9,8,15,65.2,11,12,52.2,1,23,20230630,2677150,1246550
1428583,18,16.7,5.6,5.6,0,33.3,16.7,22.2,0,44.4,55.6,100,8,10,55.6,-999,-999,-999,1,18,20230630,2677150,1246750
1418454,58,12.1,17.2,1.7,3.4,27.6,25.9,6.9,5.2,21.2,54.5,75.8,29,29,50,51,7,12.1,1,58,20230630,2676950,1247050
1437352,23,8.7,8.7,4.3,4.3,21.7,30.4,21.7,0,38.5,38.5,76.9,11,12,52.2,-999,-999,-999,1,23,20230630,2676950,1247250
1427395,74,6.8,21.6,2.7,5.4,20.3,16.2,17.6,9.5,64.5,74.2,138.7,32,42,56.8,58,16,21.6,1,74,20230630,2677150,1247150
1413336,71,5.6,11.3,2.8,5.6,33.8,26.8,14.1,0,21.3,29.8,51.1,31,40,56.3,27,44,62,1,71,20230630,2677150,1249950
1435851,49,6.1,12.2,0,6.1,44.9,28.6,2,0,2.6,23.1,25.6,25,24,49,7,42,85.7,1,49,20230630,2676950,1250150
1421223,116,9.5,6,0,6.9,37.1,24.1,11.2,5.2,24.1,22.8,46.8,62,54,46.6,64,52,44.8,1,116,20230630,2677150,1251550
1411552,53,3.8,5.7,1.9,1.9,20.8,28.3,32.1,5.7,74.1,22.2,96.3,26,27,50.9,47,6,11.3,1,53,20230630,2676950,1251950
1417302,26,0,15.4,3.8,3.8,3.8,53.8,7.7,11.5,31.3,31.3,62.5,13,13,50,-999,-999,-999,1,26,20230630,2677050,1251950
1418137,41,2.4,4.9,4.9,9.8,12.2,26.8,22,17.1,80,25,105,22,19,46.3,-999,-999,-999,1,41,20230630,2677150,1251850
1418598,11,0,0,0,9.1,9.1,45.5,9.1,27.3,57.1,0,57.1,5,6,54.5,-999,-999,-999,1,11,20230630,2677050,1252050
1444534,37,5.4,24.3,0,5.4,27,27,10.8,0,18.2,50,68.2,15,22,59.5,-999,-999,-999,1,37,20230630,2676950,1253650
1438717,5,20,20,0,0,40,0,20,0,50,100,150,-999,-999,-999,-999,-999,-999,1,5,20230630,2676950,1253850
1418350,46,8.7,15.2,0,13,39.1,15.2,8.7,0,12.9,35.5,48.4,24,22,47.8,31,15,32.6,1,46,20230630,2677150,1253850
1440973,109,11,7.3,2.8,2.8,28.4,21.1,19.3,7.3,50.9,40.4,91.2,56,53,48.6,77,32,29.4,1,109,20230630,2677150,1254250
1438879,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2677050,1255050
1423440,7,0,0,0,57.1,14.3,28.6,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,7,20230630,2677150,1255350
1423369,58,0,5.2,13.8,6.9,17.2,37.9,17.2,1.7,30.6,30.6,61.1,31,27,46.6,48,10,17.2,1,58,20230630,2677050,1256550
1439059,37,8.1,2.7,0,8.1,21.6,32.4,27,0,43.5,17.4,60.9,16,21,56.8,23,14,37.8,1,37,20230630,2677050,1259150
1435052,96,6.3,5.2,6.3,5.2,28.1,35.4,11.5,2.1,19.7,25.8,45.5,51,45,46.9,63,33,34.4,1,96,20230630,2677150,1259250
1446006,4,0,50,0,0,50,0,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2676950,1259850
1445304,48,14.6,4.2,2.1,2.1,45.8,16.7,10.4,4.2,22.6,32.3,54.8,22,26,54.2,30,18,37.5,1,48,20230630,2677350,1237250
1422972,9,0,0,0,0,0,0,44.4,55.6,0,0,0,4,5,55.6,-999,-999,-999,1,9,20230630,2677350,1240850
1441338,18,0,11.1,0,0,0,11.1,77.8,0,700,100,800,8,10,55.6,-999,-999,-999,1,18,20230630,2677350,1241050
1433437,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2677250,1245350
1413936,49,4.1,12.2,2,4.1,22.4,26.5,22.4,6.1,53.8,34.6,88.5,28,21,42.9,25,24,49,1,49,20230630,2677250,1246250
1434496,50,10,4,2,8,18,40,14,4,27.3,24.2,51.5,24,26,52,38,12,24,1,50,20230630,2677250,1246450
1443209,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2677350,1250150
1437543,30,6.7,13.3,6.7,3.3,16.7,30,13.3,10,46.7,53.3,100,15,15,50,24,6,20,1,30,20230630,2677250,1251350
1445581,141,4.3,3.5,4.3,2.8,16.3,22.7,36.2,9.9,110.2,28.8,139,68,73,51.8,127,14,9.9,1,141,20230630,2677250,1251650
1423278,98,9.2,7.1,2,9.2,15.3,19.4,20.4,17.3,86,41.9,127.9,50,48,49,82,16,16.3,1,98,20230630,2677250,1254150
1417073,86,10.5,7,2.3,2.3,23.3,17.4,23.3,14,86.5,45.9,132.4,37,49,57,67,19,22.1,1,86,20230630,2677350,1254050
1426960,67,4.5,9,3,9,23.9,28.4,16.4,6,36.6,26.8,63.4,28,39,58.2,44,23,34.3,1,67,20230630,2677350,1254450
1433489,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2677350,1254950
